BHID,FROM,TO,INTERVAL,ZN,PB,FE,AG,XCOLLAR,YCOLLAR,ZCOLLAR,LENGTH,BRG,DIP
3245/109,137.0,137.88,0.88,31.89,5.86,17.96,2.0,228671.369,172031.197,1135.395,154.4,360.0,90.0
3245/109,137.0,137.88,0.88,31.89,5.86,17.96,2.0,228671.369,172031.197,1135.395,154.4,0.0,90.0
3245/109,137.88,138.18,0.3,34.24,2.9,17.84,1.0,228671.369,172031.197,1135.395,154.4,360.0,90.0
3245/109,137.88,138.18,0.3,34.24,2.9,17.84,1.0,228671.369,172031.197,1135.395,154.4,0.0,90.0
3245/109,138.18,138.93,0.75,0.0,0.0,0.0,0.0,228671.369,172031.197,1135.395,154.4,360.0,90.0
3245/109,138.18,138.93,0.75,0.0,0.0,0.0,0.0,228671.369,172031.197,1135.395,154.4,0.0,90.0
3245/109,138.93,139.4,0.47,44.46,5.79,8.5,4.4,228671.369,172031.197,1135.395,154.4,360.0,90.0
3245/109,138.93,139.4,0.47,44.46,5.79,8.5,4.4,228671.369,172031.197,1135.395,154.4,0.0,90.0
3245/109,139.4,140.4,1.0,45.89,7.39,9.23,32.0,228671.369,172031.197,1135.395,154.4,360.0,90.0
3245/109,139.4,140.4,1.0,45.89,7.39,9.23,32.0,228671.369,172031.197,1135.395,154.4,0.0,90.0
3245/109,140.4,141.4,1.0,31.59,13.99,15.26,56.0,228671.369,172031.197,1135.395,154.4,360.0,90.0
3245/109,140.4,141.4,1.0,31.59,13.99,15.26,56.0,228671.369,172031.197,1135.395,154.4,0.0,90.0
3245/109,141.4,142.4,1.0,27.51,12.46,18.64,90.0,228671.369,172031.197,1135.395,154.4,360.0,90.0
3245/109,141.4,142.4,1.0,27.51,12.46,18.64,90.0,228671.369,172031.197,1135.395,154.4,0.0,90.0
3245/109,142.4,143.0,0.6,26.6,6.68,17.54,134.0,228671.369,172031.197,1135.395,154.4,360.0,90.0
3245/109,142.4,143.0,0.6,26.6,6.68,17.54,134.0,228671.369,172031.197,1135.395,154.4,0.0,90.0
3245/109,143.0,143.93,0.93,30.05,3.78,14.34,21.0,228671.369,172031.197,1135.395,154.4,360.0,90.0
3245/109,143.0,143.93,0.93,30.05,3.78,14.34,21.0,228671.369,172031.197,1135.395,154.4,0.0,90.0
3245/109,143.93,145.12,1.19,26.88,3.88,17.65,14.0,228671.369,172031.197,1135.395,154.4,360.0,90.0
3245/109,143.93,145.12,1.19,26.88,3.88,17.65,14.0,228671.369,172031.197,1135.395,154.4,0.0,90.0
3245/109,145.12,145.4,0.28,2.53,0.25,9.13,1.0,228671.369,172031.197,1135.395,154.4,360.0,90.0
3245/109,145.12,145.4,0.28,2.53,0.25,9.13,1.0,228671.369,172031.197,1135.395,154.4,0.0,90.0
3245/110,140.13,140.58,0.45,6.78,0.46,6.23,6.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,140.13,140.58,0.45,6.78,0.46,6.23,6.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,140.58,141.83,1.25,26.64,22.5,13.84,97.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,140.58,141.83,1.25,26.64,22.5,13.84,97.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,141.83,142.8,0.97,41.35,19.26,2.33,65.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,141.83,142.8,0.97,41.35,19.26,2.33,65.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,142.8,143.93,1.13,2.59,0.22,1.33,2.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,142.8,143.93,1.13,2.59,0.22,1.33,2.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,143.93,144.33,0.4,23.39,11.0,1.74,26.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,143.93,144.33,0.4,23.39,11.0,1.74,26.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,144.33,145.49,1.16,35.71,33.39,0.97,193.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,144.33,145.49,1.16,35.71,33.39,0.97,193.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,145.49,146.0,0.51,20.33,47.86,1.74,318.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,145.49,146.0,0.51,20.33,47.86,1.74,318.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,146.0,146.88,0.88,27.24,24.49,4.11,233.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,146.0,146.88,0.88,27.24,24.49,4.11,233.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,146.88,147.56,0.68,48.88,10.26,2.18,146.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,146.88,147.56,0.68,48.88,10.26,2.18,146.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,147.56,148.31,0.75,32.46,13.36,10.88,269.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,147.56,148.31,0.75,32.46,13.36,10.88,269.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,148.31,149.0,0.69,22.66,7.58,9.06,217.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,148.31,149.0,0.69,22.66,7.58,9.06,217.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,149.0,150.0,1.0,14.59,5.4,7.14,523.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,149.0,150.0,1.0,14.59,5.4,7.14,523.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,150.0,150.95,0.95,11.28,29.24,2.73,434.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,150.0,150.95,0.95,11.28,29.24,2.73,434.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,150.95,152.06,1.11,20.48,15.64,3.04,205.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/110,150.95,152.06,1.11,20.48,15.64,3.04,205.0,228646.374,172105.679,1136.015,161.0,0.0,90.0
3245/112,147.3,148.43,1.13,30.69,37.28,0.71,193.0,228621.0938,172106.0469,1135.85498,167.0,0.0,90.0
3245/112,147.3,148.43,1.13,30.69,37.28,0.71,193.0,228621.0938,172106.0469,1135.85498,167.0,360.0,89.0
3245/112,148.43,149.0,0.57,13.81,9.13,1.0,68.0,228621.0938,172106.0469,1135.85498,167.0,0.0,90.0
3245/112,148.43,149.0,0.57,13.81,9.13,1.0,68.0,228621.0938,172106.0469,1135.85498,167.0,360.0,89.0
3245/112,149.0,149.97,0.97,2.73,0.76,1.52,13.0,228621.0938,172106.0469,1135.85498,167.0,0.0,90.0
3245/112,149.0,149.97,0.97,2.73,0.76,1.52,13.0,228621.0938,172106.0469,1135.85498,167.0,360.0,89.0
3245/112,149.97,150.98,1.01,26.49,22.24,2.79,277.0,228621.0938,172106.0469,1135.85498,167.0,0.0,90.0
3245/112,149.97,150.98,1.01,26.49,22.24,2.79,277.0,228621.0938,172106.0469,1135.85498,167.0,360.0,89.0
3245/112,150.98,152.0,1.02,15.09,5.45,4.8,249.0,228621.0938,172106.0469,1135.85498,167.0,0.0,90.0
3245/112,150.98,152.0,1.02,15.09,5.45,4.8,249.0,228621.0938,172106.0469,1135.85498,167.0,360.0,89.0
3245/112,152.0,152.82,0.82,21.56,9.29,2.53,1055.0,228621.0938,172106.0469,1135.85498,167.0,0.0,90.0
3245/112,152.0,152.82,0.82,21.56,9.29,2.53,1055.0,228621.0938,172106.0469,1135.85498,167.0,360.0,89.0
3245/112,152.82,153.72,0.9,21.01,18.03,2.05,237.0,228621.0938,172106.0469,1135.85498,167.0,0.0,90.0
3245/112,152.82,153.72,0.9,21.01,18.03,2.05,237.0,228621.0938,172106.0469,1135.85498,167.0,360.0,89.0
3245/112,153.72,154.74,1.02,23.29,14.1,1.56,414.0,228621.0938,172106.0469,1135.85498,167.0,0.0,90.0
3245/112,153.72,154.74,1.02,23.29,14.1,1.56,414.0,228621.0938,172106.0469,1135.85498,167.0,360.0,89.0
3245/112,154.74,155.42,0.68,3.43,12.48,1.07,233.0,228621.0938,172106.0469,1135.85498,167.0,0.0,90.0
3245/112,154.74,155.42,0.68,3.43,12.48,1.07,233.0,228621.0938,172106.0469,1135.85498,167.0,360.0,89.0
3245/112,155.42,156.47,1.05,13.11,26.95,1.32,432.0,228621.0938,172106.0469,1135.85498,167.0,0.0,90.0
3245/112,155.42,156.47,1.05,13.11,26.95,1.32,432.0,228621.0938,172106.0469,1135.85498,167.0,360.0,89.0
3245/112,156.47,157.31,0.84,16.05,22.01,0.84,298.0,228621.0938,172106.0469,1135.85498,167.0,0.0,90.0
3245/112,156.47,157.31,0.84,16.05,22.01,0.84,298.0,228621.0938,172106.0469,1135.85498,167.0,360.0,89.0
3245/112,157.31,158.0,0.69,21.3,29.03,1.18,535.0,228621.0938,172106.0469,1135.85498,167.0,0.0,90.0
3245/112,157.31,158.0,0.69,21.3,29.03,1.18,535.0,228621.0938,172106.0469,1135.85498,167.0,360.0,89.0
3245/112,158.0,158.9,0.9,29.74,17.38,1.16,190.0,228621.0938,172106.0469,1135.85498,167.0,0.0,90.0
3245/112,158.0,158.9,0.9,29.74,17.38,1.16,190.0,228621.0938,172106.0469,1135.85498,167.0,360.0,89.0
3245/112,158.9,159.41,0.51,18.63,12.53,0.54,74.0,228621.0938,172106.0469,1135.85498,167.0,0.0,90.0
3245/112,158.9,159.41,0.51,18.63,12.53,0.54,74.0,228621.0938,172106.0469,1135.85498,167.0,360.0,89.0
3245/114,129.35,130.4,1.05,37.73,2.84,19.34,1.5,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,129.35,130.4,1.05,37.73,2.84,19.34,1.5,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,130.4,131.37,0.97,21.15,2.46,31.19,0.1,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,130.4,131.37,0.97,21.15,2.46,31.19,0.1,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,131.37,132.39,1.02,28.26,4.14,25.26,0.1,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,131.37,132.39,1.02,28.26,4.14,25.26,0.1,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,132.39,133.4,1.01,42.14,7.34,13.45,0.1,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,132.39,133.4,1.01,42.14,7.34,13.45,0.1,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,133.4,134.32,0.92,46.94,5.58,10.18,0.1,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,133.4,134.32,0.92,46.94,5.58,10.18,0.1,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,134.32,135.32,1.0,46.25,11.21,8.4,9.0,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,134.32,135.32,1.0,46.25,11.21,8.4,9.0,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,135.32,136.4,1.08,35.78,2.8,18.43,3.0,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,135.32,136.4,1.08,35.78,2.8,18.43,3.0,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,136.4,137.47,1.07,26.7,4.8,23.31,0.01,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,136.4,137.47,1.07,26.7,4.8,23.31,0.01,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,137.47,138.05,0.58,18.46,1.58,26.55,0.1,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,137.47,138.05,0.58,18.46,1.58,26.55,0.1,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,138.05,139.4,1.35,30.86,1.28,22.4,2.0,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,138.05,139.4,1.35,30.86,1.28,22.4,2.0,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,139.4,140.37,0.97,32.54,1.18,20.56,4.0,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,139.4,140.37,0.97,32.54,1.18,20.56,4.0,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,140.37,141.37,1.0,20.28,0.71,29.48,6.0,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,140.37,141.37,1.0,20.28,0.71,29.48,6.0,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,141.37,142.4,1.03,34.14,2.6,17.56,32.0,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,141.37,142.4,1.03,34.14,2.6,17.56,32.0,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,142.4,143.47,1.07,40.53,11.45,8.0,50.0,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,142.4,143.47,1.07,40.53,11.45,8.0,50.0,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,143.47,144.39,0.92,44.95,3.76,9.11,33.0,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,143.47,144.39,0.92,44.95,3.76,9.11,33.0,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,144.39,145.4,1.01,35.91,3.29,11.64,15.0,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,144.39,145.4,1.01,35.91,3.29,11.64,15.0,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,145.4,146.21,0.81,31.21,1.31,17.85,5.0,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,145.4,146.21,0.81,31.21,1.31,17.85,5.0,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/114,146.21,147.21,1.0,31.14,3.41,11.61,7.0,228671.6094,172055.7031,1135.709961,157.4,0.0,90.0
3245/114,146.21,147.21,1.0,31.14,3.41,11.61,7.0,228671.6094,172055.7031,1135.709961,157.4,124.0,89.0
3245/115,151.17,151.92,0.75,5.18,2.1,3.59,17.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,151.17,151.92,0.75,5.18,2.1,3.59,17.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,151.92,152.43,0.51,14.91,0.83,2.04,23.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,151.92,152.43,0.51,14.91,0.83,2.04,23.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,152.43,153.23,0.8,8.26,8.58,2.32,242.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,152.43,153.23,0.8,8.26,8.58,2.32,242.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,153.23,153.93,0.7,6.9,1.71,2.84,158.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,153.23,153.93,0.7,6.9,1.71,2.84,158.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,153.93,155.0,1.07,18.48,22.1,3.87,298.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,153.93,155.0,1.07,18.48,22.1,3.87,298.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,155.0,155.95,0.95,18.03,21.68,1.12,164.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,155.0,155.95,0.95,18.03,21.68,1.12,164.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,155.95,156.78,0.83,22.11,14.25,1.81,442.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,155.95,156.78,0.83,22.11,14.25,1.81,442.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,156.78,157.59,0.81,12.99,5.64,1.17,138.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,156.78,157.59,0.81,12.99,5.64,1.17,138.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,157.59,158.1,0.51,13.91,8.88,2.23,599.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/115,157.59,158.1,0.51,13.91,8.88,2.23,599.0,228595.9688,172105.8125,1134.944946,176.0,0.0,90.0
3245/116,129.98,130.4,0.42,29.48,5.78,20.19,12.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,129.98,130.4,0.42,29.48,5.78,20.19,12.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,130.4,131.34,0.94,15.84,0.79,36.71,6.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,130.4,131.34,0.94,15.84,0.79,36.71,6.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,131.34,132.34,1.0,32.6,2.29,22.91,1.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,131.34,132.34,1.0,32.6,2.29,22.91,1.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,132.34,133.4,1.06,38.81,2.44,17.85,0.1,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,132.34,133.4,1.06,38.81,2.44,17.85,0.1,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,133.4,134.15,0.75,42.3,3.03,15.01,1.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,133.4,134.15,0.75,42.3,3.03,15.01,1.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,134.15,135.04,0.89,19.64,0.85,32.71,2.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,134.15,135.04,0.89,19.64,0.85,32.71,2.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,135.04,135.76,0.72,31.24,0.68,24.49,0.1,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,135.04,135.76,0.72,31.24,0.68,24.49,0.1,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,135.76,136.4,0.64,40.59,2.99,15.16,3.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,135.76,136.4,0.64,40.59,2.99,15.16,3.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,136.4,137.58,1.18,43.95,4.66,11.85,50.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,136.4,137.58,1.18,43.95,4.66,11.85,50.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,137.58,138.37,0.79,39.63,14.04,11.06,123.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,137.58,138.37,0.79,39.63,14.04,11.06,123.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,138.37,139.4,1.03,30.2,10.45,19.56,55.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,138.37,139.4,1.03,30.2,10.45,19.56,55.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,139.4,140.14,0.74,29.91,1.64,23.78,8.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,139.4,140.14,0.74,29.91,1.64,23.78,8.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,140.14,141.14,1.0,37.28,3.13,18.36,6.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,140.14,141.14,1.0,37.28,3.13,18.36,6.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,141.14,142.17,1.03,38.08,4.3,17.01,11.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,141.14,142.17,1.03,38.08,4.3,17.01,11.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,142.17,142.95,0.78,33.65,10.75,15.75,30.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,142.17,142.95,0.78,33.65,10.75,15.75,30.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,142.95,144.0,1.05,29.89,4.68,21.81,36.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,142.95,144.0,1.05,29.89,4.68,21.81,36.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,144.0,145.08,1.08,32.68,3.53,20.65,40.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,144.0,145.08,1.08,32.68,3.53,20.65,40.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,145.08,146.06,0.98,30.0,1.65,20.96,27.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,145.08,146.06,0.98,30.0,1.65,20.96,27.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,146.06,147.16,1.1,37.58,4.73,15.99,42.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,146.06,147.16,1.1,37.58,4.73,15.99,42.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,147.16,148.21,1.05,41.71,21.68,5.55,99.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,147.16,148.21,1.05,41.71,21.68,5.55,99.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,148.21,149.16,0.95,41.07,16.2,8.13,60.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,148.21,149.16,0.95,41.07,16.2,8.13,60.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,149.16,150.28,1.12,44.38,12.1,6.33,59.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,149.16,150.28,1.12,44.38,12.1,6.33,59.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,150.28,151.4,1.12,39.38,10.84,9.55,63.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,150.28,151.4,1.12,39.38,10.84,9.55,63.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,151.4,152.34,0.94,27.54,28.48,8.81,156.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,151.4,152.34,0.94,27.54,28.48,8.81,156.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,152.34,152.93,0.59,29.15,29.71,5.49,129.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,152.34,152.93,0.59,29.15,29.71,5.49,129.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,152.93,153.31,0.38,16.8,9.95,8.03,53.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,152.93,153.31,0.38,16.8,9.95,8.03,53.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,153.31,154.4,1.09,27.71,13.95,7.63,66.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,153.31,154.4,1.09,27.71,13.95,7.63,66.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,154.4,155.39,0.99,29.63,17.19,10.63,120.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,154.4,155.39,0.99,29.63,17.19,10.63,120.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,155.39,156.41,1.02,32.66,19.38,6.83,111.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,155.39,156.41,1.02,32.66,19.38,6.83,111.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,156.41,157.4,0.99,36.19,10.19,9.93,83.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,156.41,157.4,0.99,36.19,10.19,9.93,83.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,157.4,158.42,1.02,38.24,19.31,29.16,128.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,157.4,158.42,1.02,38.24,19.31,29.16,128.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,158.42,158.92,0.5,12.95,8.73,6.35,620.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,158.42,158.92,0.5,12.95,8.73,6.35,620.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,158.92,159.93,1.01,9.13,8.31,18.51,273.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,158.92,159.93,1.01,9.13,8.31,18.51,273.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,159.93,160.88,0.95,9.33,9.41,14.79,141.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,159.93,160.88,0.95,9.33,9.41,14.79,141.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/116,160.88,161.25,0.37,6.25,11.03,2.01,168.0,228646.1094,172055.3281,1134.655029,169.2,0.0,90.0
3245/116,160.88,161.25,0.37,6.25,11.03,2.01,168.0,228646.1094,172055.3281,1134.655029,169.2,360.0,89.0
3245/117,139.4,140.08,0.68,0.79,0.15,0.65,2.0,228596.6406,172057.1875,1134.464966,151.4,0.0,90.0
3245/117,139.4,140.08,0.68,0.79,0.15,0.65,2.0,228596.6406,172057.1875,1134.464966,151.4,180.0,86.0
3245/117,140.08,140.27,0.19,29.01,20.0,6.68,2.0,228596.6406,172057.1875,1134.464966,151.4,0.0,90.0
3245/117,140.08,140.27,0.19,29.01,20.0,6.68,2.0,228596.6406,172057.1875,1134.464966,151.4,180.0,86.0
3245/117,140.27,141.32,1.05,0.5,0.14,2.04,1.0,228596.6406,172057.1875,1134.464966,151.4,0.0,90.0
3245/117,140.27,141.32,1.05,0.5,0.14,2.04,1.0,228596.6406,172057.1875,1134.464966,151.4,180.0,86.0
3245/117,141.32,141.91,0.59,0.18,0.02,2.78,0.1,228596.6406,172057.1875,1134.464966,151.4,0.0,90.0
3245/117,141.32,141.91,0.59,0.18,0.02,2.78,0.1,228596.6406,172057.1875,1134.464966,151.4,180.0,86.0
3245/117,141.91,142.19,0.28,2.16,0.2,32.45,7.0,228596.6406,172057.1875,1134.464966,151.4,0.0,90.0
3245/117,141.91,142.19,0.28,2.16,0.2,32.45,7.0,228596.6406,172057.1875,1134.464966,151.4,180.0,86.0
3245/117,142.19,142.82,0.63,27.18,18.34,9.96,209.0,228596.6406,172057.1875,1134.464966,151.4,0.0,90.0
3245/117,142.19,142.82,0.63,27.18,18.34,9.96,209.0,228596.6406,172057.1875,1134.464966,151.4,180.0,86.0
3245/117,142.82,143.0,0.18,8.09,0.96,15.31,136.0,228596.6406,172057.1875,1134.464966,151.4,0.0,90.0
3245/117,142.82,143.0,0.18,8.09,0.96,15.31,136.0,228596.6406,172057.1875,1134.464966,151.4,180.0,86.0
3245/118,141.86,143.0,1.14,31.83,25.03,8.5,140.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,141.86,143.0,1.14,31.83,25.03,8.5,140.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,143.0,144.1,1.1,40.05,25.26,4.89,141.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,143.0,144.1,1.1,40.05,25.26,4.89,141.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,144.1,144.7,0.6,38.94,29.31,3.81,178.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,144.1,144.7,0.6,38.94,29.31,3.81,178.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,144.7,145.78,1.08,39.25,27.71,4.16,225.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
